,Load [W],Mass Flow Rate [kg/s]
2018-01-02 01:06:00,0.0,0.1
2018-01-02 01:07:00,0.0,0.1
2018-01-02 01:08:00,0.0,0.1
2018-01-02 01:09:00,0.0,0.1
2018-01-02 01:10:00,0.0,0.1
2018-01-02 01:11:00,0.0,0.1
2018-01-02 01:12:00,0.0,0.1
2018-01-02 01:13:00,0.0,0.1
2018-01-02 01:14:00,0.0,0.1
2018-01-02 01:15:00,0.0,0.1
2018-01-02 01:16:00,0.0,0.1
2018-01-02 01:17:00,0.0,0.1
2018-01-02 01:18:00,0.0,0.1
2018-01-02 01:19:00,0.0,0.1
2018-01-02 01:20:00,0.0,0.1
2018-01-02 01:21:00,0.0,0.1
2018-01-02 01:22:00,0.0,0.1
2018-01-02 01:23:00,0.0,0.1
2018-01-02 01:24:00,0.0,0.1
2018-01-02 01:25:00,0.0,0.1
2018-01-02 01:26:00,0.0,0.1
2018-01-02 01:27:00,0.0,0.1
2018-01-02 01:28:00,0.0,0.1
2018-01-02 01:29:00,0.0,0.1
2018-01-02 01:30:00,0.0,0.1
2018-01-02 01:31:00,0.0,0.1
2018-01-02 01:32:00,0.0,0.1
2018-01-02 01:33:00,0.0,0.1
2018-01-02 01:34:00,0.0,0.1
2018-01-02 01:35:00,0.0,0.1
2018-01-02 01:36:00,0.0,0.1
2018-01-02 01:37:00,0.0,0.1
2018-01-02 01:38:00,0.0,0.1
2018-01-02 01:39:00,0.0,0.1
2018-01-02 01:40:00,0.0,0.1
2018-01-02 01:41:00,0.0,0.1
2018-01-02 01:42:00,179.2269254837592,0.1
2018-01-02 01:43:00,314.98805733507817,0.1
2018-01-02 01:44:00,1420.69961212649,0.1
2018-01-02 01:45:00,1651.8998170464845,0.1
2018-01-02 01:46:00,1774.3037913240196,0.1
2018-01-02 01:47:00,1808.957284497371,0.1
2018-01-02 01:48:00,1609.0168837453064,0.1
2018-01-02 01:49:00,1931.182635693152,0.1
2018-01-02 01:50:00,1921.8553973981327,0.1
2018-01-02 01:51:00,1927.2466915511795,0.1
2018-01-02 01:52:00,1896.1419350613319,0.1
2018-01-02 01:53:00,1029.7118884990916,0.1
2018-01-02 01:54:00,561.5808010874617,0.1
2018-01-02 01:55:00,425.3635556368675,0.1
2018-01-02 01:56:00,330.0140490181732,0.1
2018-01-02 01:57:00,282.6187416376692,0.1
2018-01-02 01:58:00,0.0,0.1
2018-01-02 01:59:00,0.0,0.1
2018-01-02 02:00:00,0.0,0.1
2018-01-02 02:01:00,0.0,0.1
2018-01-02 02:02:00,0.0,0.1
2018-01-02 02:03:00,0.0,0.1
2018-01-02 02:04:00,0.0,0.1
2018-01-02 02:05:00,0.0,0.1
2018-01-02 02:06:00,-32.733666950506255,0.1
2018-01-02 02:07:00,-102.56800140756278,0.1
2018-01-02 02:08:00,839.5856622351594,0.1
2018-01-02 02:09:00,1092.1470259442822,0.1
2018-01-02 02:10:00,1289.7887414683373,0.1
2018-01-02 02:11:00,1406.3388429779393,0.1
2018-01-02 02:12:00,1291.030419470184,0.1
2018-01-02 02:13:00,1591.4020923700823,0.1
2018-01-02 02:14:00,1700.8486677545097,0.1
2018-01-02 02:15:00,1688.0794227449019,0.1
2018-01-02 02:16:00,1622.207000975584,0.1
2018-01-02 02:17:00,900.7747443706763,0.1
2018-01-02 02:18:00,498.5225483941361,0.1
2018-01-02 02:19:00,379.90449709075614,0.1
2018-01-02 02:20:00,295.61568799124774,0.1
2018-01-02 02:21:00,234.02702847549048,0.1
2018-01-02 02:22:00,0.0,0.1
2018-01-02 02:23:00,0.0,0.1
2018-01-02 02:24:00,0.0,0.1
2018-01-02 02:25:00,0.0,0.1
2018-01-02 02:26:00,0.0,0.1
2018-01-02 02:27:00,0.0,0.1
2018-01-02 02:28:00,0.0,0.1
2018-01-02 02:29:00,0.0,0.1
2018-01-02 02:30:00,-47.11976786541087,0.1
2018-01-02 02:31:00,122.07360342233834,0.1
2018-01-02 02:32:00,1054.8060647220611,0.1
2018-01-02 02:33:00,1328.486161037726,0.1
2018-01-02 02:34:00,1440.1966604737954,0.1
2018-01-02 02:35:00,1515.3004933397062,0.1
2018-01-02 02:36:00,1329.7110985424363,0.1
2018-01-02 02:37:00,1568.9891161686594,0.1
2018-01-02 02:38:00,1679.0958959463082,0.1
2018-01-02 02:39:00,1776.5135506846602,0.1
2018-01-02 02:40:00,1704.4921551563505,0.1
2018-01-02 02:41:00,960.933431224434,0.1
2018-01-02 02:42:00,523.508973586493,0.1
2018-01-02 02:43:00,384.00384670125806,0.1
2018-01-02 02:44:00,295.7838304411865,0.1
2018-01-02 02:45:00,229.1248103165539,0.1
2018-01-02 02:46:00,0.0,0.1
2018-01-02 02:47:00,0.0,0.1
2018-01-02 02:48:00,0.0,0.1
2018-01-02 02:49:00,0.0,0.1
2018-01-02 02:50:00,0.0,0.1
2018-01-02 02:51:00,0.0,0.1
2018-01-02 02:52:00,0.0,0.1
2018-01-02 02:53:00,0.0,0.1
2018-01-02 02:54:00,171.3835351311186,0.1
2018-01-02 02:55:00,285.4179892082075,0.1
2018-01-02 02:56:00,1418.1446107536976,0.1
2018-01-02 02:57:00,1732.9598275731023,0.1
2018-01-02 02:58:00,1854.69326596448,0.1
2018-01-02 02:59:00,1921.9847160133993,0.1
2018-01-02 03:00:00,1763.738775695107,0.1
2018-01-02 03:01:00,2137.9008392200276,0.1
2018-01-02 03:02:00,2276.5914297556956,0.1
2018-01-02 03:03:00,2394.3897412684223,0.1
2018-01-02 03:04:00,2328.1753711138826,0.1
2018-01-02 03:05:00,1479.0474998339982,0.1
2018-01-02 03:06:00,930.5910737723036,0.1
2018-01-02 03:07:00,737.4267525534012,0.1
2018-01-02 03:08:00,630.0808876617992,0.1
2018-01-02 03:09:00,559.6380157400936,0.1
2018-01-02 03:10:00,0.0,0.1
2018-01-02 03:11:00,0.0,0.1
2018-01-02 03:12:00,0.0,0.1
2018-01-02 03:13:00,0.0,0.1
2018-01-02 03:14:00,0.0,0.1
2018-01-02 03:15:00,0.0,0.1
2018-01-02 03:16:00,0.0,0.1
2018-01-02 03:17:00,0.0,0.1
2018-01-02 03:18:00,417.1683958942894,0.1
2018-01-02 03:19:00,492.07741049614395,0.1
2018-01-02 03:20:00,1621.5884149018434,0.1
2018-01-02 03:21:00,1699.607651371672,0.1
2018-01-02 03:22:00,1664.162510781696,0.1
2018-01-02 03:23:00,1457.313741380999,0.1
2018-01-02 03:24:00,1011.0340579971488,0.1
2018-01-02 03:25:00,1300.401145147727,0.1
2018-01-02 03:26:00,1356.753304288552,0.1
2018-01-02 03:27:00,1398.8044519318737,0.1
2018-01-02 03:28:00,1314.5247848348733,0.1
2018-01-02 03:29:00,559.7465801082313,0.1
2018-01-02 03:30:00,104.35157436618476,0.1
2018-01-02 03:31:00,-29.23034205546835,0.1
2018-01-02 03:32:00,-126.05672372388801,0.1
2018-01-02 03:33:00,-176.31261540646375,0.1
2018-01-02 03:34:00,0.0,0.1
2018-01-02 03:35:00,0.0,0.1
2018-01-02 03:36:00,0.0,0.1
2018-01-02 03:37:00,0.0,0.1
2018-01-02 03:38:00,0.0,0.1
2018-01-02 03:39:00,0.0,0.1
2018-01-02 03:40:00,0.0,0.1
2018-01-02 03:41:00,0.0,0.1
2018-01-02 03:42:00,-187.39564992882885,0.1
2018-01-02 03:43:00,-325.64082292249293,0.1
2018-01-02 03:44:00,-202.32194030640275,0.1
2018-01-02 03:45:00,-172.2659381255405,0.1
2018-01-02 03:46:00,-181.44904495547698,0.1
2018-01-02 03:47:00,-131.6404933493375,0.1
2018-01-02 03:48:00,-111.66404566439273,0.1
2018-01-02 03:49:00,-66.56378870457706,0.1
2018-01-02 03:50:00,-7.3269908654156275,0.1
2018-01-02 03:51:00,66.10078155533246,0.1
2018-01-02 03:52:00,70.88052065558192,0.1
2018-01-02 03:53:00,-13.004218091535906,0.1
2018-01-02 03:54:00,0.0,0.1
2018-01-02 03:55:00,0.0,0.1
2018-01-02 03:56:00,0.0,0.1
2018-01-02 03:57:00,0.0,0.1
2018-01-02 03:58:00,0.0,0.1
2018-01-02 03:59:00,0.0,0.1
2018-01-02 04:00:00,0.0,0.1
2018-01-02 04:01:00,0.0,0.1
2018-01-02 04:02:00,0.0,0.1
2018-01-02 04:03:00,0.0,0.1
2018-01-02 04:04:00,0.0,0.1
2018-01-02 04:05:00,0.0,0.1
2018-01-02 04:06:00,0.0,0.1
2018-01-02 04:07:00,0.0,0.1
2018-01-02 04:08:00,0.0,0.1
2018-01-02 04:09:00,0.0,0.1
2018-01-02 04:10:00,0.0,0.1
2018-01-02 04:11:00,0.0,0.1
2018-01-02 04:12:00,0.0,0.1
2018-01-02 04:13:00,0.0,0.1
2018-01-02 04:14:00,0.0,0.1
2018-01-02 04:15:00,0.0,0.1
2018-01-02 04:16:00,0.0,0.1
2018-01-02 04:17:00,0.0,0.1
2018-01-02 04:18:00,0.0,0.1
2018-01-02 04:19:00,0.0,0.1
2018-01-02 04:20:00,0.0,0.1
2018-01-02 04:21:00,0.0,0.1
2018-01-02 04:22:00,0.0,0.1
2018-01-02 04:23:00,0.0,0.1
2018-01-02 04:24:00,0.0,0.1
2018-01-02 04:25:00,0.0,0.1
2018-01-02 04:26:00,0.0,0.1
2018-01-02 04:27:00,0.0,0.1
2018-01-02 04:28:00,0.0,0.1
2018-01-02 04:29:00,-61.91807064682133,0.1
2018-01-02 04:30:00,-44.0864499359664,0.1
2018-01-02 04:31:00,1071.6746681772995,0.1
2018-01-02 04:32:00,1546.7250784664047,0.1
2018-01-02 04:33:00,1702.3178617193216,0.1
2018-01-02 04:34:00,1944.3504320589866,0.1
2018-01-02 04:35:00,1884.713930566353,0.1
2018-01-02 04:36:00,2224.3034842003244,0.1
2018-01-02 04:37:00,2293.290711218514,0.1
2018-01-02 04:38:00,2350.7887493465673,0.1
2018-01-02 04:39:00,2431.4088335817064,0.1
2018-01-02 04:40:00,1682.5190457626381,0.1
2018-01-02 04:41:00,1219.57481105404,0.1
2018-01-02 04:42:00,969.7329236183465,0.1
2018-01-02 04:43:00,783.4681687221071,0.1
2018-01-02 04:44:00,713.6635149924831,0.1
2018-01-02 04:45:00,0.0,0.1
2018-01-02 04:46:00,0.0,0.1
2018-01-02 04:47:00,0.0,0.1
2018-01-02 04:48:00,0.0,0.1
2018-01-02 04:49:00,0.0,0.1
2018-01-02 04:50:00,0.0,0.1
2018-01-02 04:51:00,0.0,0.1
2018-01-02 04:52:00,0.0,0.1
2018-01-02 04:53:00,563.7400743270795,0.1
2018-01-02 04:54:00,509.307537559034,0.1
2018-01-02 04:55:00,1712.7730234135333,0.1
2018-01-02 04:56:00,1916.7837868628835,0.1
2018-01-02 04:57:00,2286.718112093481,0.1
2018-01-02 04:58:00,2360.4453433135805,0.1
2018-01-02 04:59:00,1788.4687656356327,0.1
2018-01-02 05:00:00,1841.1398407236647,0.1
2018-01-02 05:01:00,1795.8826342188474,0.1
2018-01-02 05:02:00,1800.8288284745056,0.1
2018-01-02 05:03:00,1821.76848677444,0.1
2018-01-02 05:04:00,1170.7836048983922,0.1
2018-01-02 05:05:00,719.0810205659825,0.1
2018-01-02 05:06:00,367.5635994543739,0.1
2018-01-02 05:07:00,111.2942424165982,0.1
2018-01-02 05:08:00,13.518444625307362,0.1
2018-01-02 05:09:00,0.0,0.1
2018-01-02 05:10:00,0.0,0.1
2018-01-02 05:11:00,0.0,0.1
2018-01-02 05:12:00,0.0,0.1
2018-01-02 05:13:00,0.0,0.1
2018-01-02 05:14:00,0.0,0.1
2018-01-02 05:15:00,0.0,0.1
2018-01-02 05:16:00,0.0,0.1
2018-01-02 05:17:00,-203.81441707805237,0.1
2018-01-02 05:18:00,-369.2579356603793,0.1
2018-01-02 05:19:00,-134.01976512703064,0.1
2018-01-02 05:20:00,-33.58580144847865,0.1
2018-01-02 05:21:00,19.523828202909947,0.1
2018-01-02 05:22:00,44.73455699292731,0.1
2018-01-02 05:23:00,-21.461925262298323,0.1
2018-01-02 05:24:00,192.2018871407168,0.1
2018-01-02 05:25:00,305.20157650916144,0.1
2018-01-02 05:26:00,409.9982123544596,0.1
2018-01-02 05:27:00,548.9151559994611,0.1
2018-01-02 05:28:00,184.55295875216862,0.1
2018-01-02 05:29:00,16.33596844552866,0.1
2018-01-02 05:30:00,-151.94950581108048,0.1
2018-01-02 05:31:00,-234.9951469356606,0.1
2018-01-02 05:32:00,-243.27473317703814,0.1
2018-01-02 05:33:00,0.0,0.1
2018-01-02 05:34:00,0.0,0.1
2018-01-02 05:35:00,0.0,0.1
2018-01-02 05:36:00,0.0,0.1
2018-01-02 05:37:00,0.0,0.1
2018-01-02 05:38:00,0.0,0.1
2018-01-02 05:39:00,0.0,0.1
2018-01-02 05:40:00,0.0,0.1
2018-01-02 05:41:00,-205.37071843744275,0.1
2018-01-02 05:42:00,-546.8676320647373,0.1
2018-01-02 05:43:00,-221.86277707644615,0.1
2018-01-02 05:44:00,-152.76199270736538,0.1
2018-01-02 05:45:00,-114.45362670254814,0.1
2018-01-02 05:46:00,-129.36769228758845,0.1
2018-01-02 05:47:00,-137.85282650701907,0.1
2018-01-02 05:48:00,24.245477383457366,0.1
2018-01-02 05:49:00,163.61141138695413,0.1
2018-01-02 05:50:00,274.4480576012552,0.1
2018-01-02 05:51:00,418.0660084182015,0.1
2018-01-02 05:52:00,29.756761928325723,0.1
2018-01-02 05:53:00,-94.76908366435299,0.1
2018-01-02 05:54:00,-193.00946164612617,0.1
2018-01-02 05:55:00,-240.5494135183543,0.1
2018-01-02 05:56:00,-244.35436561319227,0.1
2018-01-02 05:57:00,0.0,0.1
2018-01-02 05:58:00,0.0,0.1
2018-01-02 05:59:00,0.0,0.1
2018-01-02 06:00:00,0.0,0.1
2018-01-02 06:01:00,0.0,0.1
2018-01-02 06:02:00,0.0,0.1
2018-01-02 06:03:00,0.0,0.1
2018-01-02 06:04:00,0.0,0.1
2018-01-02 06:05:00,-205.12720796970262,0.1
2018-01-02 06:06:00,-340.4732995562402,0.1
2018-01-02 06:07:00,-164.9171181917406,0.1
2018-01-02 06:08:00,-52.95028349035642,0.1
2018-01-02 06:09:00,148.35218621834227,0.1
2018-01-02 06:10:00,380.7099378660475,0.1
2018-01-02 06:11:00,359.42531793326646,0.1
2018-01-02 06:12:00,619.7526695658369,0.1
2018-01-02 06:13:00,747.7162406464072,0.1
2018-01-02 06:14:00,831.0712312840986,0.1
2018-01-02 06:15:00,857.7156315275964,0.1
2018-01-02 06:16:00,325.8872721579083,0.1
2018-01-02 06:17:00,125.99738297220465,0.1
2018-01-02 06:18:00,-46.525898189491315,0.1
2018-01-02 06:19:00,-138.60226848878798,0.1
2018-01-02 06:20:00,-165.29048793861867,0.1
2018-01-02 06:21:00,0.0,0.1
2018-01-02 06:22:00,0.0,0.1
2018-01-02 06:23:00,0.0,0.1
2018-01-02 06:24:00,0.0,0.1
2018-01-02 06:25:00,0.0,0.1
2018-01-02 06:26:00,0.0,0.1
2018-01-02 06:27:00,0.0,0.1
2018-01-02 06:28:00,0.0,0.1
2018-01-02 06:29:00,-179.36852866161928,0.1
2018-01-02 06:30:00,-259.8711952243876,0.1
2018-01-02 06:31:00,-119.54401342878687,0.1
2018-01-02 06:32:00,39.58328724309365,0.1
2018-01-02 06:33:00,105.63920404183258,0.1
2018-01-02 06:34:00,158.332243518955,0.1
2018-01-02 06:35:00,81.15415249986607,0.1
2018-01-02 06:36:00,137.86873417034477,0.1
2018-01-02 06:37:00,186.19641958584808,0.1
2018-01-02 06:38:00,252.82210394483607,0.1
2018-01-02 06:39:00,354.02471452456507,0.1
2018-01-02 06:40:00,301.16538050704577,0.1
2018-01-02 06:41:00,0.0,0.1
2018-01-02 06:42:00,0.0,0.1
2018-01-02 06:43:00,0.0,0.1
2018-01-02 06:44:00,0.0,0.1
2018-01-02 06:45:00,0.0,0.1
2018-01-02 06:46:00,0.0,0.1
2018-01-02 06:47:00,0.0,0.1
2018-01-02 06:48:00,0.0,0.1
2018-01-02 06:49:00,0.0,0.1
2018-01-02 06:50:00,0.0,0.1
2018-01-02 06:51:00,0.0,0.1
2018-01-02 06:52:00,0.0,0.1
2018-01-02 06:53:00,0.0,0.1
2018-01-02 06:54:00,0.0,0.1
2018-01-02 06:55:00,0.0,0.1
2018-01-02 06:56:00,0.0,0.1
2018-01-02 06:57:00,0.0,0.1
2018-01-02 06:58:00,0.0,0.1
2018-01-02 06:59:00,0.0,0.1
2018-01-02 07:00:00,0.0,0.1
2018-01-02 07:01:00,0.0,0.1
2018-01-02 07:02:00,0.0,0.1
2018-01-02 07:03:00,0.0,0.1
2018-01-02 07:04:00,0.0,0.1
2018-01-02 07:05:00,0.0,0.1
2018-01-02 07:06:00,0.0,0.1
2018-01-02 07:07:00,0.0,0.1
2018-01-02 07:08:00,0.0,0.1
2018-01-02 07:09:00,0.0,0.1
2018-01-02 07:10:00,0.0,0.1
2018-01-02 07:11:00,0.0,0.1
2018-01-02 07:12:00,0.0,0.1
2018-01-02 07:13:00,0.0,0.1
2018-01-02 07:14:00,0.0,0.1
2018-01-02 07:15:00,0.0,0.1
2018-01-02 07:16:00,0.0,0.1
2018-01-02 07:17:00,-194.11243192185705,0.1
2018-01-02 07:18:00,-451.5376534247456,0.1
2018-01-02 07:19:00,-197.32218446936892,0.1
2018-01-02 07:20:00,-139.2186343986676,0.1
2018-01-02 07:21:00,-118.59181017447942,0.1
2018-01-02 07:22:00,-145.60771259463485,0.1
2018-01-02 07:23:00,-150.87877811964086,0.1
2018-01-02 07:24:00,51.82794968524228,0.1
2018-01-02 07:25:00,186.31686722072092,0.1
2018-01-02 07:26:00,306.3616914209248,0.1
2018-01-02 07:27:00,408.346019300533,0.1
2018-01-02 07:28:00,43.11425857921789,0.1
2018-01-02 07:29:00,-126.27802483748356,0.1
2018-01-02 07:30:00,-207.32344461720078,0.1
2018-01-02 07:31:00,-241.70424776282312,0.1
2018-01-02 07:32:00,-238.95728008540092,0.1
2018-01-02 07:33:00,0.0,0.1
2018-01-02 07:34:00,0.0,0.1
2018-01-02 07:35:00,0.0,0.1
2018-01-02 07:36:00,0.0,0.1
2018-01-02 07:37:00,0.0,0.1
2018-01-02 07:38:00,0.0,0.1
2018-01-02 07:39:00,0.0,0.1
2018-01-02 07:40:00,0.0,0.1
2018-01-02 07:41:00,-198.17505218530195,0.1
2018-01-02 07:42:00,-362.9930813820117,0.1
2018-01-02 07:43:00,-164.27051821234053,0.1
2018-01-02 07:44:00,-69.6026544966925,0.1
2018-01-02 07:45:00,-6.494483122056194,0.1
2018-01-02 07:46:00,129.08664485060086,0.1
2018-01-02 07:47:00,155.9822224942279,0.1
2018-01-02 07:48:00,466.77856327597107,0.1
2018-01-02 07:49:00,588.7259271893848,0.1
2018-01-02 07:50:00,708.9716025473591,0.1
2018-01-02 07:51:00,864.7243299087914,0.1
2018-01-02 07:52:00,448.35952954880645,0.1
2018-01-02 07:53:00,198.95479450354122,0.1
2018-01-02 07:54:00,-8.078591638372512,0.1
2018-01-02 07:55:00,-134.25366137749887,0.1
2018-01-02 07:56:00,-174.96681605681408,0.1
2018-01-02 07:57:00,0.0,0.1
2018-01-02 07:58:00,0.0,0.1
2018-01-02 07:59:00,0.0,0.1
2018-01-02 08:00:00,0.0,0.1
2018-01-02 08:01:00,0.0,0.1
2018-01-02 08:02:00,0.0,0.1
2018-01-02 08:03:00,0.0,0.1
2018-01-02 08:04:00,0.0,0.1
2018-01-02 08:05:00,-175.51055546565794,0.1
2018-01-02 08:06:00,-325.5236097242727,0.1
2018-01-02 08:07:00,-102.23368576318364,0.1
2018-01-02 08:08:00,114.95337532996732,0.1
2018-01-02 08:09:00,523.2839815691323,0.1
2018-01-02 08:10:00,769.8560390157708,0.1
2018-01-02 08:11:00,714.9756401119068,0.1
2018-01-02 08:12:00,986.2600436588076,0.1
2018-01-02 08:13:00,1050.642702878686,0.1
2018-01-02 08:14:00,1166.3388802684622,0.1
2018-01-02 08:15:00,1267.8335794345746,0.1
2018-01-02 08:16:00,726.3929726205165,0.1
2018-01-02 08:17:00,318.14009586325494,0.1
2018-01-02 08:18:00,137.8067971567007,0.1
2018-01-02 08:19:00,15.712634513030178,0.1
2018-01-02 08:20:00,-35.676740943570124,0.1
2018-01-02 08:21:00,0.0,0.1
2018-01-02 08:22:00,0.0,0.1
2018-01-02 08:23:00,0.0,0.1
2018-01-02 08:24:00,0.0,0.1
2018-01-02 08:25:00,0.0,0.1
2018-01-02 08:26:00,0.0,0.1
2018-01-02 08:27:00,0.0,0.1
2018-01-02 08:28:00,0.0,0.1
2018-01-02 08:29:00,-129.8656294418765,0.1
2018-01-02 08:30:00,-134.34335166547544,0.1
2018-01-02 08:31:00,626.9135651714978,0.1
2018-01-02 08:32:00,942.6594024355056,0.1
2018-01-02 08:33:00,1115.9251639419278,0.1
2018-01-02 08:34:00,1223.7613115510312,0.1
2018-01-02 08:35:00,1061.9222266145728,0.1
2018-01-02 08:36:00,1320.7004296710868,0.1
2018-01-02 08:37:00,1406.6031945905418,0.1
2018-01-02 08:38:00,1529.979328407405,0.1
2018-01-02 08:39:00,1610.6718840000367,0.1
2018-01-02 08:40:00,967.2287515505861,0.1
2018-01-02 08:41:00,588.9343518146565,0.1
2018-01-02 08:42:00,410.66298912299726,0.1
2018-01-02 08:43:00,259.125208145987,0.1
2018-01-02 08:44:00,214.7777635920274,0.1
2018-01-02 08:45:00,0.0,0.1
2018-01-02 08:46:00,0.0,0.1
2018-01-02 08:47:00,0.0,0.1
2018-01-02 08:48:00,0.0,0.1
2018-01-02 08:49:00,0.0,0.1
2018-01-02 08:50:00,0.0,0.1
2018-01-02 08:51:00,0.0,0.1
2018-01-02 08:52:00,0.0,0.1
2018-01-02 08:53:00,38.54859825527768,0.1
2018-01-02 08:54:00,46.63726498640294,0.1
2018-01-02 08:55:00,1077.7081651088095,0.1
2018-01-02 08:56:00,1370.9070003508866,0.1
2018-01-02 08:57:00,1464.3296081047856,0.1
2018-01-02 08:58:00,1572.2263531413005,0.1
2018-01-02 08:59:00,1438.4750117505323,0.1
2018-01-02 09:00:00,1692.758564042652,0.1
2018-01-02 09:01:00,1735.7470142655782,0.1
2018-01-02 09:02:00,1721.9421633969519,0.1
2018-01-02 09:03:00,1765.772711974259,0.1
2018-01-02 09:04:00,1147.9103922125487,0.1
2018-01-02 09:05:00,744.417434725597,0.1
2018-01-02 09:06:00,563.496626062382,0.1
2018-01-02 09:07:00,411.2906541678773,0.1
2018-01-02 09:08:00,337.2278030804082,0.1
2018-01-02 09:09:00,0.0,0.1
2018-01-02 09:10:00,0.0,0.1
2018-01-02 09:11:00,0.0,0.1
2018-01-02 09:12:00,0.0,0.1
2018-01-02 09:13:00,0.0,0.1
2018-01-02 09:14:00,0.0,0.1
2018-01-02 09:15:00,0.0,0.1
2018-01-02 09:16:00,0.0,0.1
2018-01-02 09:17:00,40.275026439339946,0.1
2018-01-02 09:18:00,-23.26960528005232,0.1
2018-01-02 09:19:00,358.2382685611828,0.1
2018-01-02 09:20:00,543.2218942293987,0.1
2018-01-02 09:21:00,672.3282003924899,0.1
2018-01-02 09:22:00,723.0965063834494,0.1
2018-01-02 09:23:00,559.957885091408,0.1
2018-01-02 09:24:00,591.0049221662804,0.1
2018-01-02 09:25:00,600.5652117952307,0.1
2018-01-02 09:26:00,712.2319958606395,0.1
2018-01-02 09:27:00,750.4352912886494,0.1
2018-01-02 09:28:00,604.4726751578988,0.1
2018-01-02 09:29:00,0.0,0.1
2018-01-02 09:30:00,0.0,0.1
2018-01-02 09:31:00,0.0,0.1
2018-01-02 09:32:00,0.0,0.1
2018-01-02 09:33:00,0.0,0.1
2018-01-02 09:34:00,0.0,0.1
2018-01-02 09:35:00,0.0,0.1
2018-01-02 09:36:00,0.0,0.1
2018-01-02 09:37:00,0.0,0.1
2018-01-02 09:38:00,0.0,0.1
2018-01-02 09:39:00,0.0,0.1
2018-01-02 09:40:00,0.0,0.1
2018-01-02 09:41:00,0.0,0.1
2018-01-02 09:42:00,0.0,0.1
2018-01-02 09:43:00,0.0,0.1
2018-01-02 09:44:00,0.0,0.1
2018-01-02 09:45:00,0.0,0.1
2018-01-02 09:46:00,0.0,0.1
2018-01-02 09:47:00,0.0,0.1
2018-01-02 09:48:00,0.0,0.1
2018-01-02 09:49:00,0.0,0.1
2018-01-02 09:50:00,0.0,0.1
2018-01-02 09:51:00,0.0,0.1
2018-01-02 09:52:00,0.0,0.1
2018-01-02 09:53:00,0.0,0.1
2018-01-02 09:54:00,0.0,0.1
2018-01-02 09:55:00,0.0,0.1
2018-01-02 09:56:00,0.0,0.1
2018-01-02 09:57:00,0.0,0.1
2018-01-02 09:58:00,0.0,0.1
2018-01-02 09:59:00,0.0,0.1
2018-01-02 10:00:00,0.0,0.1
2018-01-02 10:01:00,0.0,0.1
2018-01-02 10:02:00,0.0,0.1
2018-01-02 10:03:00,0.0,0.1
2018-01-02 10:04:00,0.0,0.1
2018-01-02 10:05:00,138.79615736803467,0.1
2018-01-02 10:06:00,-10.682517665449538,0.1
2018-01-02 10:07:00,1089.9558452666038,0.1
2018-01-02 10:08:00,1545.4673632028935,0.1
2018-01-02 10:09:00,1790.6407921423242,0.1
2018-01-02 10:10:00,1906.2917201152686,0.1
2018-01-02 10:11:00,1675.247561779366,0.1
2018-01-02 10:12:00,2023.2839981855755,0.1
2018-01-02 10:13:00,2090.8820578181567,0.1
2018-01-02 10:14:00,2189.3151303516797,0.1
2018-01-02 10:15:00,2342.038625033691,0.1
2018-01-02 10:16:00,1656.8452440439385,0.1
2018-01-02 10:17:00,1147.7070945914993,0.1
2018-01-02 10:18:00,910.6981625101265,0.1
2018-01-02 10:19:00,713.4803767633555,0.1
2018-01-02 10:20:00,675.496094437118,0.1
2018-01-02 10:21:00,0.0,0.1
2018-01-02 10:22:00,0.0,0.1
2018-01-02 10:23:00,0.0,0.1
2018-01-02 10:24:00,0.0,0.1
2018-01-02 10:25:00,0.0,0.1
2018-01-02 10:26:00,0.0,0.1
2018-01-02 10:27:00,0.0,0.1
2018-01-02 10:28:00,0.0,0.1
2018-01-02 10:29:00,365.19401725722446,0.1
2018-01-02 10:30:00,181.44173633449603,0.1
2018-01-02 10:31:00,1344.24183554073,0.1
2018-01-02 10:32:00,1647.441890285893,0.1
2018-01-02 10:33:00,1833.5411357488401,0.1
2018-01-02 10:34:00,1934.6281162845971,0.1
2018-01-02 10:35:00,1778.9526370477267,0.1
2018-01-02 10:36:00,1974.2597332878738,0.1
2018-01-02 10:37:00,1984.0810204250793,0.1
2018-01-02 10:38:00,2027.400054641204,0.1
2018-01-02 10:39:00,2103.7086048523283,0.1
2018-01-02 10:40:00,1502.7520870642945,0.1
2018-01-02 10:41:00,1146.555953727997,0.1
2018-01-02 10:42:00,853.2627889817978,0.1
2018-01-02 10:43:00,635.9924111069993,0.1
2018-01-02 10:44:00,606.2227921847369,0.1
2018-01-02 10:45:00,0.0,0.1
2018-01-02 10:46:00,0.0,0.1
2018-01-02 10:47:00,0.0,0.1
2018-01-02 10:48:00,0.0,0.1
2018-01-02 10:49:00,0.0,0.1
2018-01-02 10:50:00,0.0,0.1
2018-01-02 10:51:00,0.0,0.1
2018-01-02 10:52:00,0.0,0.1
2018-01-02 10:53:00,274.9996832637911,0.1
2018-01-02 10:54:00,257.0429246923748,0.1
2018-01-02 10:55:00,1377.148490634566,0.1
2018-01-02 10:56:00,1585.0097524203252,0.1
2018-01-02 10:57:00,1741.5343155538856,0.1
2018-01-02 10:58:00,1803.7006526642554,0.1
2018-01-02 10:59:00,1624.4936117278005,0.1
2018-01-02 11:00:00,1891.6936315848593,0.1
2018-01-02 11:01:00,1966.4493142846463,0.1
2018-01-02 11:02:00,2040.603708292011,0.1
